subset,n,trunc_pos,s_bar_con,s_bar_num,s_bar_div,s_bar_rep
FreeLaw,5000,mid,0.02025366574525833,0.9952,0.02997213363647461,0.0048000000000000265
ArXiv,2657,mid,0.038358934223651886,0.9992472713586752,0.05849713516235352,0.0007527286413248069
