n,d,mode,spectrum_entropy,participation_ratio,normalized_PR,top1_ratio,top5_ratio,top10_ratio,top20_ratio,top50_ratio,model,domain
5000,768,centered,5.0106048583984375,58.78779602050781,0.07654660940170288,0.08536276966333389,0.2097228467464447,0.3083972632884979,0.4365180432796478,0.6407700181007385,bert_base,Wikipedia_en
2657,768,l2norm,0.8770208954811096,1.3075964450836182,0.0017025995766744018,0.8738372325897217,0.9303417205810547,0.9451119899749756,0.9591659307479858,0.975932240486145,bert_base,ArXiv
2657,768,raw,0.8888128995895386,1.3152958154678345,0.00171262479852885,0.8712136149406433,0.9293203949928284,0.9445688724517822,0.9589436650276184,0.9758729338645935,bert_base,ArXiv
2657,768,centered,3.9124057292938232,12.972320556640625,0.01689104177057743,0.23246847093105316,0.4903820753097534,0.5871264338493347,0.6900061964988708,0.816077709197998,bert_base,ArXiv
5000,768,l2norm,1.3309056758880615,1.548452377319336,0.002016213955357671,0.802651047706604,0.8679907321929932,0.9035231471061707,0.9325252771377563,0.9606589674949646,bert_base,Github
5000,768,raw,1.4095042943954468,1.6094244718551636,0.002095604781061411,0.7870603203773499,0.8575217723846436,0.8983004093170166,0.9292486310005188,0.9590358734130859,bert_base,Github
5000,768,centered,4.179251670837402,24.1522274017334,0.03144821152091026,0.12516579031944275,0.380922794342041,0.5481981039047241,0.6792577505111694,0.812218427658081,bert_base,Github
5000,768,l2norm,1.01341712474823,1.3637982606887817,0.001775778946466744,0.855722963809967,0.9092745184898376,0.9313192367553711,0.9502184391021729,0.9713606238365173,bert_base,PubMed_Central
5000,768,raw,1.0437337160110474,1.3825287818908691,0.0018001677235588431,0.8498200178146362,0.9064322710037231,0.9289478659629822,0.9488899111747742,0.9708245396614075,bert_base,PubMed_Central
5000,768,centered,4.129781246185303,20.11316680908203,0.02618901990354061,0.14921651780605316,0.4177477955818176,0.5474206805229187,0.6690862774848938,0.8089125156402588,bert_base,PubMed_Central
5000,768,l2norm,0.8499206900596619,1.2969293594360352,0.0016887100646272302,0.8774212598800659,0.9341486096382141,0.9495626091957092,0.9619134664535522,0.9764740467071533,bert_base,FreeLaw
5000,768,raw,0.8875426054000854,1.3246248960494995,0.0017247720388695598,0.8679555058479309,0.9332281947135925,0.9488028287887573,0.9615843892097473,0.9763613939285278,bert_base,FreeLaw
5000,768,centered,3.7637786865234375,11.091473579406738,0.014442022889852524,0.22625873982906342,0.5309851169586182,0.6280291080474854,0.7166134715080261,0.8244341611862183,bert_base,FreeLaw
5000,768,l2norm,1.1529120206832886,1.4377433061599731,0.0018720616353675723,0.8331167101860046,0.8961699604988098,0.9183588027954102,0.9392734169960022,0.9634292125701904,bert_base,StackExchange
5000,768,raw,1.1853461265563965,1.4617242813110352,0.0019032867858186364,0.8261628746986389,0.8941621780395508,0.9175028204917908,0.9391038417816162,0.9634294509887695,bert_base,StackExchange
5000,768,centered,4.138517379760742,18.626264572143555,0.02425294928252697,0.16575635969638824,0.43495017290115356,0.5480838418006897,0.6617755889892578,0.7950364947319031,bert_base,StackExchange
5000,768,l2norm,1.1153688430786133,1.3981330394744873,0.001820485689677298,0.8452594876289368,0.8921533226966858,0.9150698184967041,0.9381585717201233,0.9645370841026306,bert_base,USPTO_Backgrounds
5000,768,raw,1.1244670152664185,1.4032062292099,0.0018270914442837238,0.8437186479568481,0.8910164833068848,0.914258599281311,0.9376721978187561,0.9642614722251892,bert_base,USPTO_Backgrounds
5000,768,centered,4.414913654327393,30.680103302001953,0.03994804993271828,0.09562662988901138,0.34351712465286255,0.47477826476097107,0.6134248971939087,0.7758328914642334,bert_base,USPTO_Backgrounds
