subset,n,trunc_pos,s_bar_con,s_bar_num,s_bar_div,s_bar_rep
FreeLaw,5000,tail,0.02173827774822712,0.9952,0.025904815673828126,0.0048000000000000265
ArXiv,2657,tail,0.03768347576260567,0.9992472713586752,0.04627705001831055,0.0007527286413248069
